iter	Passed	Remaining
327	741	1519
328	743	1516
329	746	1514
330	748	1512
331	750	1510
332	752	1508
333	755	1506
334	757	1504
335	760	1502
336	762	1499
337	764	1497
338	766	1495
339	769	1492
340	771	1490
341	773	1487
342	775	1485
343	777	1482
344	779	1480
345	781	1478
346	783	1475
347	786	1473
348	788	1471
349	790	1468
350	792	1466
351	795	1464
352	797	1462
353	800	1461
354	804	1461
355	806	1459
356	809	1457
357	811	1455
358	813	1453
359	816	1450
360	818	1448
361	820	1446
362	822	1443
363	824	1440
364	826	1438
365	830	1437
366	832	1435
367	834	1433
368	836	1431
369	839	1428
370	841	1426
371	843	1423
372	845	1421
373	847	1419
374	850	1416
375	852	1414
376	854	1412
377	856	1410
378	859	1408
379	862	1407
380	865	1406
381	867	1404
382	870	1402
383	872	1399
384	874	1397
385	878	1397
386	880	1395
387	883	1393
388	887	1393
389	892	1395
390	899	1400
391	902	1400
392	906	1400
393	909	1399
394	912	1397
395	914	1395
396	916	1392
397	919	1390
398	921	1388
399	923	1385
400	926	1383
401	928	1381
402	930	1378
403	933	1376
404	935	1374
405	937	1372
406	940	1370
407	942	1368
408	945	1365
409	947	1363
410	949	1361
411	952	1358
412	954	1356
413	956	1354
414	959	1352
415	961	1349
416	963	1347
417	965	1344
418	968	1342
419	970	1339
420	972	1337
421	974	1335
422	977	1332
423	979	1330
424	981	1327
425	983	1325
426	985	1322
427	987	1320
428	990	1318
429	992	1315
430	995	1313
431	997	1311
432	999	1309
433	1002	1306
434	1004	1304
435	1006	1302
436	1009	1300
437	1011	1298
438	1013	1295
439	1016	1293
440	1018	1290
441	1020	1288
442	1022	1285
443	1024	1283
444	1027	1281
445	1029	1278
446	1031	1276
447	1034	1274
448	1036	1271
449	1038	1269
450	1040	1266
451	1043	1265
452	1045	1262
453	1047	1260
454	1050	1257
455	1052	1255
456	1054	1253
457	1056	1250
458	1059	1248
459	1061	1245
460	1063	1243
461	1065	1241
462	1068	1239
463	1070	1237
464	1073	1234
465	1075	1232
466	1077	1229
467	1079	1227
468	1081	1224
469	1084	1222
470	1086	1220
471	1088	1217
472	1090	1215
473	1093	1212
474	1095	1210
475	1097	1208
476	1100	1206
477	1102	1203
478	1104	1201
479	1106	1199
480	1108	1196
481	1112	1195
482	1115	1194
483	1118	1192
484	1121	1190
485	1123	1187
486	1125	1185
487	1127	1183
488	1129	1180
489	1131	1178
490	1134	1175
491	1136	1173
492	1138	1170
493	1140	1168
494	1142	1165
495	1144	1163
496	1146	1160
497	1149	1158
498	1151	1155
499	1153	1153
500	1155	1150
501	1157	1148
502	1159	1145
503	1161	1143
504	1163	1140
505	1165	1138
506	1169	1136
507	1171	1134
508	1173	1132
509	1175	1129
510	1178	1127
511	1180	1124
512	1182	1122
513	1184	1120
514	1186	1117
515	1188	1115
516	1192	1114
517	1196	1113
518	1200	1112
519	1204	1111
520	1208	1111
521	1212	1110
522	1216	1109
523	1220	1108
524	1223	1107
525	1226	1104
526	1228	1102
527	1230	1100
528	1232	1097
529	1234	1094
530	1236	1092
531	1239	1090
532	1241	1087
533	1243	1085
534	1245	1082
535	1247	1080
536	1250	1077
537	1252	1075
538	1254	1072
539	1256	1070
540	1258	1067
541	1261	1065
542	1263	1063
543	1265	1060
544	1267	1058
545	1269	1055
546	1271	1053
547	1273	1050
548	1275	1048
549	1277	1045
550	1280	1043
551	1282	1040
552	1284	1038
553	1286	1035
554	1288	1033
555	1290	1030
556	1293	1028
557	1295	1025
558	1297	1023
559	1299	1021
560	1301	1018
561	1304	1016
562	1306	1013
563	1308	1011
564	1311	1009
565	1313	1007
566	1315	1004
567	1317	1002
568	1319	999
569	1321	997
570	1324	994
571	1326	992
572	1328	990
573	1330	987
574	1333	985
575	1335	983
576	1337	980
577	1339	978
578	1341	975
579	1343	973
580	1346	970
581	1348	968
582	1350	966
583	1352	963
584	1354	961
585	1357	958
586	1359	956
587	1361	954
588	1363	951
589	1365	949
590	1368	946
591	1370	944
592	1372	941
593	1374	939
594	1376	937
595	1379	934
596	1381	932
597	1383	930
598	1385	927
599	1388	925
600	1390	922
601	1392	920
602	1394	918
603	1396	915
604	1398	913
605	1400	910
606	1403	908
607	1405	905
608	1407	903
609	1409	901
610	1412	899
611	1414	896
612	1416	894
613	1418	891
614	1420	889
615	1423	887
616	1425	884
617	1427	882
618	1429	879
619	1431	877
620	1433	875
621	1435	872
622	1438	870
623	1440	867
624	1442	865
625	1445	863
626	1447	861
627	1449	858
628	1451	856
629	1453	853
630	1456	851
631	1461	850
632	1463	848
633	1465	846
634	1467	843
635	1469	841
636	1472	838
637	1474	836
638	1476	834
639	1478	831
640	1480	829
641	1483	827
642	1485	824
643	1487	822
644	1489	819
645	1491	817
646	1493	815
647	1496	812
648	1498	810
649	1500	807
650	1502	805
651	1504	803
652	1511	803
653	1513	800
654	1515	798
655	1517	795
656	1520	793
657	1522	791
658	1524	788
659	1526	786
660	1528	783
661	1530	781
662	1532	779
663	1534	776
664	1537	774
665	1539	772
666	1541	769
667	1543	767
668	1546	765
669	1548	762
670	1550	760
671	1552	757
672	1554	755
673	1556	752
674	1558	750
675	1560	748
676	1562	745
677	1565	743
678	1567	740
679	1569	738
680	1572	736
681	1574	734
682	1576	731
683	1578	729
684	1580	726
685	1583	724
686	1585	722
687	1587	719
688	1589	717
689	1591	715
690	1593	712
691	1596	710
692	1598	708
693	1600	705
694	1602	703
695	1604	700
696	1606	698
697	1609	696
698	1611	693
699	1613	691
700	1615	689
701	1617	686
702	1619	684
703	1622	682
704	1624	679
705	1626	677
706	1628	674
707	1630	672
708	1632	670
709	1635	667
710	1637	665
711	1639	663
712	1641	660
713	1643	658
714	1645	656
715	1648	653
716	1650	651
717	1652	648
718	1654	646
719	1656	644
720	1658	641
721	1661	639
722	1663	637
723	1665	634
724	1667	632
725	1669	630
726	1672	627
727	1674	625
728	1676	623
729	1678	620
730	1680	618
731	1682	616
732	1685	613
733	1687	611
734	1689	609
735	1691	606
736	1693	604
737	1695	602
738	1698	599
739	1700	597
740	1702	594
741	1706	593
742	1708	590
743	1710	588
744	1713	586
745	1715	584
746	1717	581
747	1719	579
748	1721	577
749	1724	574
750	1726	572
751	1728	570
752	1730	567
753	1732	565
754	1735	563
755	1737	560
756	1739	558
757	1741	556
758	1743	553
759	1746	551
760	1748	549
761	1750	546
762	1753	544
763	1755	542
764	1757	539
765	1759	537
766	1762	535
767	1764	533
768	1766	530
769	1768	528
770	1771	526
771	1774	523
772	1776	521
773	1778	519
774	1780	517
775	1783	514
776	1785	512
777	1787	510
778	1789	507
779	1792	505
780	1794	503
781	1796	500
782	1798	498
783	1800	496
784	1803	493
785	1805	491
786	1807	489
787	1810	487
788	1812	484
789	1814	482
790	1816	479
791	1818	477
792	1820	475
793	1823	472
794	1825	470
795	1827	468
796	1829	466
797	1831	463
798	1834	461
799	1836	459
800	1838	456
801	1840	454
802	1842	452
803	1845	449
804	1847	447
805	1850	445
806	1852	443
807	1854	440
808	1856	438
809	1858	435
810	1860	433
811	1863	431
812	1865	429
813	1867	426
814	1869	424
815	1872	422
816	1874	419
817	1876	417
818	1878	415
819	1880	412
820	1883	410
821	1885	408
822	1887	405
823	1889	403
824	1891	401
825	1893	398
826	1896	396
827	1898	394
828	1900	392
829	1903	389
830	1905	387
831	1907	385
832	1910	382
833	1912	380
834	1914	378
835	1916	376
836	1918	373
837	1920	371
838	1923	369
839	1925	366
840	1927	364
841	1929	362
842	1931	359
843	1933	357
844	1936	355
845	1938	352
846	1940	350
847	1942	348
848	1944	345
849	1946	343
850	1949	341
851	1951	338
852	1953	336
853	1955	334
854	1958	332
855	1960	329
856	1962	327
857	1964	325
858	1967	322
859	1969	320
860	1971	318
861	1973	315
862	1975	313
863	1978	311
864	1980	309
865	1982	306
866	1984	304
867	1986	302
868	1989	299
869	1991	297
870	1993	295
871	1995	292
872	1997	290
873	1999	288
874	2001	285
875	2004	283
876	2006	281
877	2008	279
878	2010	276
879	2012	274
880	2014	272
881	2017	269
882	2019	267
883	2021	265
884	2023	262
885	2025	260
886	2027	258
887	2029	256
888	2032	253
889	2034	251
890	2036	249
891	2038	246
892	2040	244
893	2042	242
894	2045	239
895	2047	237
896	2049	235
897	2051	233
898	2058	231
899	2061	229
900	2064	226
901	2068	224
902	2070	222
903	2072	220
904	2074	217
905	2077	215
906	2079	213
907	2081	210
908	2083	208
909	2085	206
910	2087	203
911	2089	201
912	2092	199
913	2094	197
914	2096	194
915	2098	192
916	2100	190
917	2103	187
918	2105	185
919	2107	183
920	2110	181
921	2112	178
922	2114	176
923	2116	174
924	2119	171
925	2121	169
926	2123	167
927	2125	164
928	2128	162
929	2130	160
930	2132	158
931	2134	155
932	2136	153
933	2138	151
934	2140	148
935	2143	146
936	2145	144
937	2147	141
938	2149	139
939	2152	137
940	2154	135
941	2156	132
942	2158	130
943	2161	128
944	2163	125
945	2170	123
946	2173	121
947	2175	119
948	2178	117
949	2180	114
950	2182	112
951	2184	110
952	2186	107
953	2188	105
954	2190	103
955	2193	100
956	2195	98
957	2197	96
958	2200	94
959	2202	91
960	2204	89
961	2206	87
962	2209	84
963	2211	82
964	2213	80
965	2215	77
966	2217	75
967	2219	73
968	2222	71
969	2224	68
970	2226	66
971	2228	64
972	2230	61
973	2232	59
974	2235	57
975	2237	55
976	2239	52
977	2241	50
978	2243	48
979	2245	45
980	2250	43
981	2253	41
982	2255	39
983	2257	36
984	2260	34
985	2262	32
986	2264	29
987	2266	27
988	2269	25
989	2271	22
990	2273	20
991	2275	18
992	2277	16
993	2280	13
994	2282	11
995	2284	9
996	2286	6
997	2288	4
998	2291	2
999	2293	0
