iter	RMSE
549	10.84340624
550	10.84017563
551	10.83791134
552	10.835341
553	10.83263851
554	10.83093601
555	10.82930166
556	10.82729016
557	10.82553757
558	10.82316356
559	10.82119158
560	10.8193838
561	10.81702544
562	10.81556912
563	10.81290508
564	10.81057526
565	10.80805871
566	10.80607193
567	10.80330387
568	10.80153318
569	10.8000295
570	10.79799665
571	10.79501575
572	10.79195016
573	10.79014056
574	10.78741042
575	10.78568893
576	10.78392402
577	10.78193776
578	10.77981616
579	10.7781502
580	10.77658406
581	10.77382669
582	10.77209192
583	10.76840651
584	10.7664085
585	10.76487489
586	10.76308559
587	10.76072989
588	10.75878671
589	10.75663463
590	10.75345091
591	10.75150107
592	10.7497144
593	10.74820755
594	10.74676279
595	10.74528344
596	10.74335852
597	10.74118839
598	10.73920027
599	10.73740281
600	10.73564768
601	10.73220893
602	10.72885215
603	10.72773296
604	10.7242699
605	10.72212998
606	10.71929372
607	10.7173363
608	10.71484764
609	10.71172897
610	10.7096778
611	10.70820202
612	10.70610466
613	10.70387236
614	10.70084722
615	10.69826786
616	10.6948421
617	10.69122491
618	10.68834332
619	10.68622036
620	10.68416294
621	10.68139958
622	10.67810492
623	10.67614411
624	10.67416035
625	10.67259945
626	10.67104942
627	10.66834667
628	10.6669476
629	10.66537958
630	10.66289895
631	10.65961341
632	10.65686349
633	10.65344258
634	10.65181839
635	10.64934446
636	10.64564517
637	10.64298786
638	10.64111628
639	10.63915725
640	10.63710343
641	10.63427546
642	10.63194987
643	10.630209
644	10.62854428
645	10.62663442
646	10.62433885
647	10.62139431
648	10.62015186
649	10.61847826
650	10.61707148
651	10.61586476
652	10.61375657
653	10.61216823
654	10.6098119
655	10.60806847
656	10.60662812
657	10.60444051
658	10.60152896
659	10.59855884
660	10.59525327
661	10.5925586
662	10.59094969
663	10.58907241
664	10.58748565
665	10.58535559
666	10.58317083
667	10.58097665
668	10.57902187
669	10.57703112
670	10.57409289
671	10.57071539
672	10.56759738
673	10.5650263
674	10.56333589
675	10.55935912
676	10.55541145
677	10.55294134
678	10.551334
679	10.54977406
680	10.54803092
681	10.54634279
682	10.54488548
683	10.54398467
684	10.54169888
685	10.53963766
686	10.53717782
687	10.53468486
688	10.53190028
689	10.52819435
690	10.52564977
691	10.52468435
692	10.52169031
693	10.51973004
694	10.51763036
695	10.51462944
696	10.51241578
697	10.51039199
698	10.50799906
699	10.5055027
700	10.50392965
701	10.50269557
702	10.50025677
703	10.49872005
704	10.49651538
705	10.4944441
706	10.49208026
707	10.48943696
708	10.48718731
709	10.48510547
710	10.4834924
711	10.4812548
712	10.47891486
713	10.47739232
714	10.47599689
715	10.47344813
716	10.47156298
717	10.47014064
718	10.46729863
719	10.46499963
720	10.46305937
721	10.46165459
722	10.45998862
723	10.4575407
724	10.45501398
725	10.45357394
726	10.45152896
727	10.44891852
728	10.44742952
729	10.44456393
730	10.44209365
731	10.43950201
732	10.43767033
733	10.43632952
734	10.43362874
735	10.43118847
736	10.4289141
737	10.42760205
738	10.42560922
739	10.42396583
740	10.42208747
741	10.42043432
742	10.41904311
743	10.416206
744	10.41440952
745	10.41245921
746	10.40951716
747	10.40739571
748	10.40631324
749	10.40459249
750	10.40244301
751	10.40097645
752	10.39880188
753	10.39729347
754	10.39518229
755	10.39278257
756	10.38974812
757	10.38833047
758	10.38526613
759	10.38333313
760	10.38165645
761	10.37914255
762	10.37801417
763	10.37611095
764	10.37431225
765	10.37223411
766	10.36987546
767	10.36685553
768	10.36484162
769	10.36091755
770	10.35852566
771	10.35598344
772	10.35406152
773	10.35148454
774	10.34978624
775	10.34835528
776	10.34660794
777	10.34476119
778	10.34214821
779	10.3404359
780	10.33948584
781	10.33769166
782	10.33651911
783	10.33429592
784	10.33276396
785	10.33125835
786	10.33036894
787	10.32887625
788	10.32700878
789	10.32451234
790	10.32255566
791	10.32093153
792	10.31961898
793	10.31721346
794	10.31366362
795	10.31043877
796	10.30833719
797	10.30718231
798	10.30453853
799	10.30223254
800	10.2994993
801	10.29740649
802	10.29553203
803	10.29308414
804	10.29074432
805	10.2876253
806	10.28579885
807	10.28399493
808	10.28276355
809	10.28099457
810	10.2793831
811	10.27810642
812	10.27675962
813	10.27550801
814	10.27414713
815	10.27177406
816	10.27023085
817	10.26831298
818	10.26661968
819	10.26397622
820	10.26152333
821	10.25997599
822	10.25811586
823	10.25702747
824	10.25511135
825	10.25300153
826	10.25037714
827	10.24819711
828	10.2459016
829	10.24451839
830	10.24266584
831	10.24046202
832	10.23859469
833	10.23699206
834	10.23500752
835	10.23362555
836	10.23201796
837	10.22997023
838	10.22854194
839	10.22563911
840	10.22444124
841	10.2233345
842	10.22171592
843	10.22009041
844	10.21624951
845	10.2148335
846	10.21320233
847	10.21133806
848	10.20941831
849	10.20821802
850	10.20665366
851	10.20381081
852	10.20231872
853	10.20078618
854	10.19896752
855	10.19656099
856	10.1947435
857	10.19302156
858	10.19014047
859	10.18815209
860	10.18659668
861	10.18393391
862	10.18132108
863	10.17921542
864	10.17622912
865	10.17506826
866	10.17399701
867	10.17270571
868	10.16969911
869	10.16843499
870	10.16656611
871	10.16483918
872	10.16235575
873	10.15987994
874	10.1585649
875	10.15642218
876	10.15339427
877	10.15123503
878	10.14985375
879	10.14858513
880	10.14612531
881	10.14449741
882	10.14223558
883	10.1397693
884	10.13714187
885	10.13529975
886	10.13410287
887	10.13164395
888	10.13029938
889	10.12845078
890	10.12549691
891	10.12431345
892	10.12212389
893	10.11974127
894	10.11813777
895	10.11609071
896	10.11447947
897	10.11165914
898	10.11009206
899	10.10826409
900	10.10645551
901	10.10314505
902	10.10138583
903	10.100287
904	10.09764883
905	10.09479025
906	10.09315612
907	10.09247226
908	10.09096947
909	10.08962531
910	10.0881156
911	10.08534182
912	10.08355497
913	10.08126164
914	10.07888425
915	10.07712887
916	10.07479992
917	10.07326858
918	10.06955506
919	10.06796533
920	10.06626387
921	10.06489179
922	10.06202455
923	10.05959727
924	10.05711609
925	10.05552404
926	10.05387019
927	10.05266168
928	10.04997884
929	10.04806345
930	10.04498569
931	10.04394087
932	10.04140434
933	10.03932845
934	10.03740229
935	10.03592023
936	10.03436106
937	10.03262774
938	10.03048278
939	10.02773364
940	10.02563387
941	10.02229418
942	10.0205009
943	10.01852439
944	10.01705392
945	10.01442254
946	10.01288652
947	10.01148914
948	10.01029734
949	10.00900794
950	10.00720978
951	10.00580803
952	10.00373375
953	10.00179476
954	10.00055034
955	9.998511835
956	9.997096296
957	9.99492079
958	9.993686877
959	9.992241471
960	9.990619972
961	9.988254806
962	9.986730512
963	9.984355342
964	9.98227982
965	9.979490863
966	9.978191999
967	9.976516832
968	9.974684123
969	9.972946175
970	9.97128975
971	9.969762334
972	9.967935263
973	9.965983363
974	9.964666924
975	9.96243682
976	9.961306907
977	9.959182101
978	9.958051311
979	9.956623202
980	9.954400608
981	9.952149217
982	9.950769678
983	9.949283977
984	9.946850326
985	9.945305352
986	9.943444819
987	9.941769816
988	9.940024097
989	9.937661712
990	9.935575588
991	9.933747633
992	9.932543904
993	9.930305348
994	9.928587942
995	9.927291633
996	9.926094216
997	9.924301715
998	9.922686115
999	9.921001583
